,wordnet_id,Unnamed: 0,subset,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_a,model_b,result
10,13389475,10,appendix,ducat.n.01,ducat,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Erfurt_%28German_States%29_1645_10_Ducat_%28Portugaloser%29.jpg/800px-Erfurt_%28German_States%29_1645_10_Ducat_%28Portugaloser%29.jpg?20150214073739', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Gold-Dukaten-KFJ.jpg?20090118172059', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Coin_of_william_rosenberg_1582_rv.JPG/613px-Coin_of_william_rosenberg_1582_rv.JPG?20100305225247', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Arthur_Charles_Ducat%2C_Sr.png?20200831012155', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Golden_Lithuanian_half-Ducat_of_Jonas_Kazimieras_Vaza_with_Vytis_%28Waykimas%29%2C_1665.jpg/606px-Golden_Lithuanian_half-Ducat_of_Jonas_Kazimieras_Vaza_with_Vytis_%28Waykimas%29%2C_1665.jpg?20211024205046']",Erfurt (German States) 1645 10 Ducat (Portugaloser).jpg,formerly a gold coin of various European countries,stabilityai_stable-diffusion-xl-base-1.0,kandinsky-community_kandinsky-3,2.0
11,13392472,11,appendix,eagle.n.03,eagle,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Kaiseradler_Aquila_heliaca_2_amk.jpg/401px-Kaiseradler_Aquila_heliaca_2_amk.jpg?20080506191348', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/African_hawk-eagle_%28Aquila_spilogaster%29.jpg/400px-African_hawk-eagle_%28Aquila_spilogaster%29.jpg?20231213183024', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/African_fish_eagle_%28Haliaeetus_vocifer%29_Ethiopia.jpg/600px-African_fish_eagle_%28Haliaeetus_vocifer%29_Ethiopia.jpg?20210504163449', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/An_adult_and_a_juvenile_white-tailed_eagle_%28Haliaeetus_albicilla%29_fighting.jpg/800px-An_adult_and_a_juvenile_white-tailed_eagle_%28Haliaeetus_albicilla%29_fighting.jpg?20180102130259', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Bald_Eagle_Portrait.jpg/479px-Bald_Eagle_Portrait.jpg?20120227162716']",Kaiseradler Aquila heliaca 2 amk.jpg,a former gold coin in the United States worth 10 dollars,playgroundai_playground-v2.5-1024px-aesthetic,DeepFloyd_IF-I-XL-v1.0,2.0
12,13391610,12,appendix,eightpence.n.01,eightpence,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/HENRY_VIII_%281491-1547%29%2C_King_of_England_and_Ireland._Letter_signed_%28%27Henry_R%27%29_to_Sir_Richard_Long_and_Michael_Stanhope%2C_Captain_and_Lieutenant_of_Kingston_upon_Hull%2C_Westminster%2C_8_March_1541-42.jpg/800px-thumbnail.jpg?20220303224008', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/From_%27Street_Life_in_London%27%2C_1877%2C_by_John_Thomson_and_Adolphe_Smith-_%286516045387%29.jpg/696px-From_%27Street_Life_in_London%27%2C_1877%2C_by_John_Thomson_and_Adolphe_Smith-_%286516045387%29.jpg?20161002151457', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/The_corn_and_cattle_producing_districts_of_France_%281878%29_%2814768307912%29.jpg/469px-The_corn_and_cattle_producing_districts_of_France_%281878%29_%2814768307912%29.jpg?20151024113911', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Thirteen_years_among_the_wild_beasts_of_India_-_their_haunts_and_habits_from_personal_observations%2C_with_an_account_of_the_modes_and_capturing_and_taming_elephants_%281893%29_%2814591257029%29.jpg/800px-thumbnail.jpg?20151231090101', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Industrial_history_of_the_United_States%2C_from_the_earliest_settlements_to_the_present_time-_being_a_complete_survey_of_American_industries%2C_embracing_agriculture_and_horticulture%3B_including_the_%2814736262196%29.jpg/655px-thumbnail.jpg?20150920204800']","HENRY VIII (1491-1547), King of England and Ireland. Letter signed ('Henry R') to Sir Richard Long and Michael Stanhope, Captain and Lieutenant of Kingston upon Hull, Westminster, 8 March 1541-42.jpg",a coin worth eight pennies,runwayml_stable-diffusion-v1-5,playgroundai_playground-v2.5-1024px-aesthetic,2.0
13,13392786,13,appendix,farthing.n.01,farthing,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Britfarthing1954obv.png/604px-Britfarthing1954obv.png?20201125164838', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/British_farthing_1951_reverse.png/600px-British_farthing_1951_reverse.png?20140513134824', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Post_Medieval_traders_token_farthing_of_Stephen_Penford_of_Chichester_%28FindID_272382%29.jpg/800px-Post_Medieval_traders_token_farthing_of_Stephen_Penford_of_Chichester_%28FindID_272382%29.jpg?20170130051921', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Medieval_Coin%2C_Cut_Farthing_of_John_%28FindID_412972%29.jpg?20170126100600', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Charles_I_Rose_farthing%2C_obverse_%28FindID_67153%29.jpg/497px-Charles_I_Rose_farthing%2C_obverse_%28FindID_67153%29.jpg?20170131235419']",Britfarthing1954obv.png,a former British bronze coin worth a quarter of a penny,stabilityai_stable-diffusion-3-medium-diffusers,runwayml_stable-diffusion-v1-5,2.0
14,13391373,14,appendix,fivepence.n.01,fivepence,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Secret_of_England%27s_Greatness_L_Hopkins_TheBulletin_7Sep1889.jpg/800px-Secret_of_England%27s_Greatness_L_Hopkins_TheBulletin_7Sep1889.jpg?20240404022121', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/5p_Stamp_Vending_machine%2C_Upper_Clapton_Branch_Office%2C_E5_-_Flickr_-_sludgegulper.jpg/800px-5p_Stamp_Vending_machine%2C_Upper_Clapton_Branch_Office%2C_E5_-_Flickr_-_sludgegulper.jpg?20120218014117', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Through_the_looking_glass_and_what_Alice_found_there_%281897%29_%2814595068518%29.jpg/496px-Through_the_looking_glass_and_what_Alice_found_there_%281897%29_%2814595068518%29.jpg?20150925143437', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/The_Gardeners%27_chronicle_and_agricultural_gazette_%281868%29_%2814770889914%29.jpg/800px-The_Gardeners%27_chronicle_and_agricultural_gazette_%281868%29_%2814770889914%29.jpg?20170120000317', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/The_corn_and_cattle_producing_districts_of_France_%281878%29_%2814768307912%29.jpg/469px-The_corn_and_cattle_producing_districts_of_France_%281878%29_%2814768307912%29.jpg?20151024113911']",Secret of England's Greatness L Hopkins TheBulletin 7Sep1889.jpg,a coin worth five cents,stabilityai_stable-diffusion-xl-base-1.0,stabilityai_sdxl-turbo,2.0
15,13391262,15,appendix,fourpence.n.01,fourpence,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/British_fourpence_1837_reverse.png/600px-British_fourpence_1837_reverse.png?20150326160434', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/British_fourpence_1837_obverse.png/600px-British_fourpence_1837_obverse.png?20150326160433', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/William_and_Mary_fourpence_1689_%28obverse%29.jpg/602px-William_and_Mary_fourpence_1689_%28obverse%29.jpg?20100127160344', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Post-Medieval_coin%2C_fourpence_of_Charles_II_%28FindID_657599%29.jpg/800px-Post-Medieval_coin%2C_fourpence_of_Charles_II_%28FindID_657599%29.jpg?20170111055659', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/William_and_Mary_fourpence_1689_%28reverse%29.jpg/600px-William_and_Mary_fourpence_1689_%28reverse%29.jpg?20210524061630']",British fourpence 1837 reverse.png,a former English silver coin worth four pennies,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,kandinsky-community_kandinsky-3,1.0
16,13392688,16,appendix,guinea.n.01,guinea,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Guinea_%28orthographic_projection%29.svg/550px-Guinea_%28orthographic_projection%29.svg.png?20170817052623', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Guinee_carte.png?20060616221005', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Conakry_in_Guinea_%28special_marker%29.svg/794px-Conakry_in_Guinea_%28special_marker%29.svg.png?20111113065026', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Conakry_in_Guinea.svg/794px-Conakry_in_Guinea.svg.png?20111113065031', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Guinea-Russia_Relations.png/800px-Guinea-Russia_Relations.png?20230317070728']",Guinea (orthographic projection).svg,a former British gold coin worth 21 shillings,prompthero_openjourney,kandinsky-community_kandinsky-3,2.0
17,13389949,17,appendix,half_crown.n.01,half_crown,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Coins_%28Nz_Half_Crowns_1933_To_1966_Set_In_Folder%29_%2848708992871%29.jpg/400px-Coins_%28Nz_Half_Crowns_1933_To_1966_Set_In_Folder%29_%2848708992871%29.jpg?20210827005957', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Coin_%28AM_1936.16.2-1%29.jpg/413px-Coin_%28AM_1936.16.2-1%29.jpg?20191024015733', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/The_Half_Crown%2C_South_Benfleet_-_geograph.org.uk_-_246627.jpg?20100201163425', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/The_Crown_Inn_%28with_Half_Crown%29%2C_Chiddingfold.jpg/800px-The_Crown_Inn_%28with_Half_Crown%29%2C_Chiddingfold.jpg?20220516153457', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Coin_set_%28AM_1936.16-3%29.jpg/800px-Coin_set_%28AM_1936.16-3%29.jpg?20180108155521']",Coins (Nz Half Crowns 1933 To 1966 Set In Folder) (48708992871).jpg,an English coin worth half a crown,stabilityai_sdxl-turbo,prompthero_openjourney,0.0
18,13390405,18,appendix,half_dollar.n.01,half_dollar,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Back_of_50_cent_coin.jpg/800px-Back_of_50_cent_coin.jpg?20230327235119', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Half_dollar_roll.jpg/357px-Half_dollar_roll.jpg?20211222034034', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/1920_Pilgrim_Tercentenary_half_dollar_%28obverse%29.jpg/600px-1920_Pilgrim_Tercentenary_half_dollar_%28obverse%29.jpg?20191002191950', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Washington-carver_half_dollar_1952.jpg/800px-Washington-carver_half_dollar_1952.jpg?20190220021113', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Obverse_of_the_2021_John_F._Kennedy_Half_Dollar.jpg/760px-Obverse_of_the_2021_John_F._Kennedy_Half_Dollar.jpg?20220517175406']",Back of 50 cent coin.jpg,a United States coin worth half of a dollar,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,DeepFloyd_IF-I-XL-v1.0,1.0
19,13392580,19,appendix,half_eagle.n.01,half_eagle,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/NNC-US-1822-G%245-Capped_Head_%28large_diameter%29.jpg/800px-NNC-US-1822-G%245-Capped_Head_%28large_diameter%29.jpg?20150901072145', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/The_Half_Moon_and_Spread_Eagle%2C_Micheldever_-_geograph.org.uk_-_4627914.jpg/800px-The_Half_Moon_and_Spread_Eagle%2C_Micheldever_-_geograph.org.uk_-_4627914.jpg?20230412090424', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/NNC-US-1795-G%245-Turban_Head_%28small_eagle%29.jpg/800px-NNC-US-1795-G%245-Turban_Head_%28small_eagle%29.jpg?20150901072145']",NNC-US-1822-G$5-Capped Head (large diameter).jpg,a former gold coin in United States worth 5 dollars,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,prompthero_openjourney,2.0
20,13390525,20,appendix,halfpenny.n.01,halfpenny,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/2/21/Cottages_at_Halfpenny_Farm_-_geograph.org.uk_-_5350807.jpg?20221017223438', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/1841_halfpenny_reverse.jpg/800px-1841_halfpenny_reverse.jpg?20240206080055', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/1841_halfpenny_obverse.jpg/600px-1841_halfpenny_obverse.jpg?20230325021437', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Halfpenny%2C_Thomas_-_14th_Cavalry%2C_Company_A_-_Enlistment_Rank-_Private_-_Discharge_Rank-_Private_-_DPLA_-_16f47d388d61d9f2cb901c5f9774070c.jpg/235px-Halfpenny%2C_Thomas_-_14th_Cavalry%2C_Company_A_-_Enlistment_Rank-_Private_-_Discharge_Rank-_Private_-_DPLA_-_16f47d388d61d9f2cb901c5f9774070c.jpg?20210314163405', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Medieval_Coin%2C_Halfpenny_of_John_%28FindID_998970%29.jpg/767px-Medieval_Coin%2C_Halfpenny_of_John_%28FindID_998970%29.jpg?20201106184653']",Cottages at Halfpenny Farm - geograph.org.uk - 5350807.jpg,an English coin worth half a penny,playgroundai_playground-v2.5-1024px-aesthetic,DeepFloyd_IF-I-XL-v1.0,2.0
21,13392977,21,appendix,louis_d'or.n.01,louis_d'or,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/France_1643-A_Half_Louis_d%27Or.jpg/800px-France_1643-A_Half_Louis_d%27Or.jpg?20150215080333', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/France_1640_4_Louis_d%E2%80%99or_%28Louis_XIII%29.jpg/800px-France_1640_4_Louis_d%E2%80%99or_%28Louis_XIII%29.jpg?20150828210801', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/France_1788_Louis_d%E2%80%99or_%28Louis_XVI%29.jpg/800px-France_1788_Louis_d%E2%80%99or_%28Louis_XVI%29.jpg?20150828210800', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/France_1709-A_One_Louis_d%27Or.jpg/800px-France_1709-A_One_Louis_d%27Or.jpg?20150215080333', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/France_1717_2_Louis_d%E2%80%99or_%28Louis_XV%29.jpg/800px-France_1717_2_Louis_d%E2%80%99or_%28Louis_XV%29.jpg?20150828210752']",France 1643-A Half Louis d'Or.jpg,a former French gold coin,DeepFloyd_IF-I-XL-v1.0,kandinsky-community_kandinsky-3,0.0
22,13393427,22,appendix,maundy_money.n.01,Maundy_money,['coin.n.01'],"['bawbee.n.01', 'bezant.n.01', 'change.n.08', 'crown.n.06', 'denier.n.02', 'dime.n.01', 'dollar.n.03', 'double_eagle.n.02', 'doubloon.n.01', 'ducat.n.01', 'eagle.n.03', 'eightpence.n.01', 'farthing.n.01', 'fivepence.n.01', 'fourpence.n.01', 'guinea.n.01', 'half_crown.n.01', 'half_dollar.n.01', 'half_eagle.n.01', 'halfpenny.n.01', ""louis_d'or.n.01"", 'maundy_money.n.01', 'medallion.n.01', 'nickel.n.02', 'ninepence.n.01', 'penny.n.02', 'piece_of_eight.n.01', 'quarter.n.10', 'real.n.03', 'shilling.n.06', 'sixpence.n.01', 'slug.n.03', 'sou.n.01', 'stater.n.01', 'tenpence.n.01', 'threepence.n.01', 'twopence.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/George_III_Maundy_1818_73001291.jpg/359px-George_III_Maundy_1818_73001291.jpg?20080618152204', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Royal_Maundy_1867.jpg/800px-Royal_Maundy_1867.jpg?20101220195227', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Royal_Maundy_1877.jpg/454px-Royal_Maundy_1877.jpg?20101208231258', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Maundy_obverse.jpeg/600px-Maundy_obverse.jpeg?20101209150133', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Elizabethan_Maundy_Teerlinc.jpg/486px-Elizabethan_Maundy_Teerlinc.jpg?20231005092712']",George III Maundy 1818 73001291.jpg,specially minted silver coins that are distributed by the British sovereign on Maundy Thursday,DeepFloyd_IF-I-XL-v1.0,playgroundai_playground-v2.5-1024px-aesthetic,0.0
